id,y
1235,2
1236,3
1237,0
1238,0
1239,0
1240,2
1241,2
1242,0
1243,0
1244,0
1245,2
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,2
1256,0
1257,2
1258,1
1259,0
1260,0
1261,1
1262,3
1263,3
1264,0
1265,0
1266,2
1267,0
1268,2
1269,0
1270,3
1271,1
1272,0
1273,1
1274,1
1275,0
1276,0
1277,1
1278,0
1279,2
1280,2
1281,0
1282,0
1283,1
1284,2
1285,0
1286,1
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,2
1294,0
1295,0
1296,0
1297,2
1298,2
1299,0
1300,2
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,1
1309,0
1310,0
1311,1
1312,0
1313,2
1314,0
1315,0
1316,0
1317,1
1318,2
1319,0
1320,0
1321,2
1322,0
1323,1
1324,2
1325,2
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,2
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,1
1344,0
1345,1
1346,0
1347,1
1348,2
1349,3
1350,1
1351,0
1352,0
1353,0
1354,2
1355,2
1356,0
1357,1
1358,2
1359,2
1360,1
1361,0
1362,0
1363,0
1364,0
1365,0
1366,3
1367,1
1368,0
1369,0
1370,1
1371,0
1372,2
1373,0
1374,2
1375,0
1376,1
1377,0
1378,1
1379,2
1380,3
1381,0
1382,1
1383,1
1384,0
1385,0
1386,0
1387,0
1388,1
1389,0
1390,0
1391,0
1392,0
1393,1
1394,0
1395,3
1396,2
1397,0
1398,0
1399,2
1400,0
1401,0
1402,0
1403,1
1404,0
1405,0
1406,0
1407,1
1408,3
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,3
1417,2
1418,0
1419,1
1420,0
1421,1
1422,0
1423,0
1424,0
1425,0
1426,0
1427,3
1428,0
1429,1
1430,0
1431,0
1432,1
1433,0
1434,0
1435,1
1436,1
1437,2
1438,0
1439,1
1440,0
1441,1
1442,0
1443,0
1444,2
1445,0
1446,1
1447,0
1448,0
1449,2
1450,2
1451,0
1452,3
1453,1
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,1
1461,1
1462,0
1463,0
1464,0
1465,0
1466,1
1467,2
1468,3
1469,3
1470,2
1471,2
1472,0
1473,2
1474,0
1475,0
1476,0
1477,1
1478,2
1479,0
1480,0
1481,1
1482,0
1483,0
1484,2
1485,3
1486,1
1487,0
1488,0
1489,3
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,1
1497,2
1498,3
1499,1
1500,0
1501,0
1502,1
1503,0
1504,3
1505,2
1506,0
1507,0
1508,0
1509,0
1510,3
1511,0
1512,0
1513,1
1514,0
1515,0
1516,1
1517,2
1518,2
1519,2
1520,0
1521,3
1522,0
1523,1
1524,0
1525,0
1526,0
1527,0
1528,2
1529,2
1530,0
1531,2
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,2
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,1
1548,3
1549,2
1550,3
1551,0
1552,0
1553,1
1554,0
1555,0
1556,2
1557,2
1558,0
1559,0
1560,2
1561,0
1562,0
1563,0
1564,2
1565,0
1566,1
1567,0
1568,1
1569,0
1570,1
1571,0
1572,2
1573,0
1574,2
1575,2
1576,1
1577,0
1578,0
1579,2
1580,0
1581,0
1582,2
1583,0
1584,2
1585,2
1586,0
1587,0
1588,1
1589,0
1590,1
1591,2
1592,2
1593,0
1594,2
1595,1
1596,0
1597,0
1598,2
1599,0
1600,0
1601,3
1602,0
1603,2
1604,0
1605,0
1606,1
1607,0
1608,3
1609,2
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,1
1619,3
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,3
1627,0
1628,0
1629,0
1630,1
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,2
1638,3
1639,0
1640,0
1641,2
1642,0
1643,1
1644,0
1645,0
1646,1
1647,2
1648,1
1649,0
1650,0
1651,0
1652,3
1653,0
1654,0
1655,3
1656,3
1657,0
1658,1
1659,2
1660,2
1661,0
1662,0
1663,0
1664,3
1665,0
1666,1
1667,0
1668,1
1669,0
1670,3
1671,0
1672,0
1673,0
1674,1
1675,2
1676,0
1677,0
1678,0
1679,0
1680,2
1681,0
1682,1
1683,1
1684,0
1685,0
1686,1
1687,0
1688,0
1689,2
1690,3
1691,2
1692,3
1693,1
1694,0
1695,0
1696,2
1697,0
1698,1
1699,0
1700,0
1701,3
1702,0
1703,1
1704,2
1705,0
1706,1
1707,2
1708,0
1709,0
1710,1
1711,0
1712,2
1713,1
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,3
1721,2
1722,0
1723,1
1724,2
1725,2
1726,0
1727,0
1728,1
1729,0
1730,0
1731,2
1732,1
1733,0
1734,2
1735,0
1736,1
1737,2
1738,3
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,2
1746,0
1747,0
1748,2
1749,0
1750,0
1751,1
1752,2
1753,2
1754,0
1755,2
1756,2
1757,0
1758,0
1759,2
1760,2
1761,2
1762,1
1763,0
1764,0
1765,0
1766,2
1767,3
1768,0
1769,3
1770,3
1771,3
1772,0
1773,0
1774,0
1775,3
1776,0
1777,0
1778,2
1779,0
1780,1
1781,0
1782,2
1783,0
1784,0
1785,2
1786,2
1787,2
1788,2
1789,2
1790,0
1791,0
1792,3
1793,1
1794,0
1795,0
1796,0
1797,2
1798,2
1799,0
1800,0
1801,1
1802,0
1803,0
1804,0
1805,0
1806,1
1807,0
1808,0
1809,0
1810,2
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,2
1821,0
1822,1
1823,2
1824,2
1825,2
1826,0
1827,0
1828,0
1829,2
1830,0
1831,0
1832,2
1833,0
1834,2
1835,3
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,2
1845,3
1846,2
1847,1
1848,0
1849,1
1850,2
1851,0
1852,2
1853,0
1854,0
1855,0
1856,0
1857,2
1858,0
1859,0
1860,2
1861,1
1862,3
1863,0
1864,0
1865,2
1866,2
1867,0
1868,0
1869,2
1870,0
1871,0
1872,0
1873,0
1874,3
1875,0
1876,1
1877,0
1878,2
1879,0
1880,0
1881,2
1882,0
1883,0
1884,2
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,1
1893,1
1894,0
1895,0
1896,1
1897,3
1898,0
1899,0
1900,0
1901,0
1902,0
1903,2
1904,0
1905,2
1906,2
1907,2
1908,1
1909,0
1910,0
1911,0
1912,1
1913,2
1914,3
1915,1
1916,2
1917,0
1918,3
1919,2
1920,0
1921,0
1922,0
1923,1
1924,0
1925,0
1926,0
1927,2
1928,1
1929,0
1930,1
1931,0
1932,2
1933,0
1934,0
1935,0
1936,0
1937,3
1938,1
1939,0
1940,0
1941,0
1942,3
1943,3
1944,0
1945,0
1946,0
1947,3
1948,0
1949,0
1950,0
1951,2
1952,1
1953,2
1954,1
1955,0
1956,2
1957,0
1958,3
1959,1
1960,0
1961,2
1962,1
1963,3
1964,0
1965,0
1966,2
1967,0
1968,2
1969,0
1970,0
1971,1
1972,0
1973,2
1974,2
1975,2
1976,0
1977,0
1978,0
1979,0
1980,0
1981,2
1982,3
1983,0
1984,0
1985,0
1986,3
1987,0
1988,0
1989,2
1990,3
1991,0
1992,0
1993,3
1994,0
1995,0
1996,0
1997,3
1998,1
1999,0
2000,0
2001,0
2002,0
2003,0
2004,1
2005,2
2006,2
2007,0
2008,2
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,2
2017,2
2018,0
2019,1
2020,0
2021,0
2022,0
2023,2
2024,1
2025,0
2026,0
2027,0
2028,0
2029,0
2030,3
2031,0
2032,3
2033,0
2034,2
2035,2
2036,1
2037,3
2038,0
2039,2
2040,0
2041,2
2042,0
2043,0
2044,0
2045,1
2046,1
2047,1
2048,0
2049,2
2050,0
2051,2
2052,2
2053,0
2054,1
2055,2
2056,0
2057,0
2058,1
2059,1
2060,0
2061,0
2062,0
2063,0
2064,3
2065,0
2066,3
2067,0
2068,0
2069,0
2070,0
2071,0
2072,2
2073,3
2074,0
2075,0
2076,1
2077,0
2078,3
2079,0
2080,2
2081,1
2082,0
2083,0
2084,0
2085,2
2086,2
2087,2
2088,0
2089,1
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,2
2100,0
2101,0
2102,3
2103,0
2104,1
2105,1
2106,1
2107,0
2108,1
2109,0
2110,0
2111,0
2112,0
2113,0
2114,2
2115,0
2116,0
2117,0
2118,0
2119,1
2120,0
2121,0
2122,0
2123,0
2124,1
2125,0
2126,0
2127,0
2128,1
2129,2
2130,0
2131,2
2132,0
2133,0
2134,0
2135,2
2136,0
2137,0
2138,0
2139,1
2140,2
2141,2
2142,0
2143,0
2144,0
2145,2
2146,0
2147,0
2148,0
2149,0
2150,2
2151,1
2152,0
2153,1
2154,2
2155,0
2156,0
2157,0
2158,0
2159,2
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,2
2170,0
2171,0
2172,0
2173,0
2174,2
2175,2
2176,2
2177,0
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,2
2185,0
2186,0
2187,0
2188,0
2189,3
2190,3
2191,2
2192,2
2193,2
2194,3
2195,2
2196,0
2197,3
2198,3
2199,2
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,2
2210,0
2211,2
2212,2
2213,3
2214,0
2215,1
2216,1
2217,0
2218,0
2219,3
2220,2
2221,1
2222,1
2223,2
2224,1
2225,0
2226,2
2227,0
2228,1
2229,0
2230,0
2231,2
2232,2
2233,1
2234,0
2235,2
2236,1
2237,3
2238,0
2239,0
2240,3
2241,2
2242,0
2243,0
2244,0
2245,0
2246,3
2247,2
2248,2
2249,0
2250,0
2251,1
2252,0
2253,0
2254,0
2255,1
2256,3
2257,0
2258,0
2259,2
2260,1
2261,0
2262,0
2263,1
2264,0
2265,2
2266,0
2267,0
2268,1
2269,0
2270,0
2271,0
2272,0
2273,1
2274,1
2275,0
2276,1
2277,0
2278,0
2279,0
2280,0
2281,2
2282,1
2283,3
2284,0
2285,2
2286,2
2287,0
2288,1
2289,0
2290,0
2291,0
2292,1
2293,0
2294,0
2295,2
2296,0
2297,0
2298,3
2299,3
2300,2
2301,0
2302,1
2303,1
2304,2
2305,2
2306,2
2307,1
2308,2
2309,0
2310,2
2311,0
2312,2
2313,0
2314,0
2315,0
2316,0
2317,2
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,2
2325,3
2326,0
2327,0
2328,2
2329,1
2330,1
2331,0
2332,2
2333,0
2334,2
2335,1
2336,0
2337,0
2338,2
2339,0
2340,2
2341,0
2342,1
2343,0
2344,0
2345,0
2346,1
2347,2
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,1
2358,2
2359,1
2360,0
2361,1
2362,2
2363,0
2364,3
2365,0
2366,0
2367,0
2368,0
2369,2
2370,1
2371,2
2372,2
2373,0
2374,0
2375,1
2376,0
2377,0
2378,1
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,2
2389,2
2390,1
2391,0
2392,2
2393,0
2394,0
2395,3
2396,2
2397,1
2398,3
2399,0
2400,2
2401,0
2402,0
2403,3
2404,0
2405,2
2406,0
2407,0
2408,1
2409,1
2410,0
2411,0
2412,2
2413,2
2414,2
2415,0
2416,0
2417,3
2418,2
2419,3
2420,0
2421,0
2422,0
2423,1
2424,0
2425,0
2426,0
2427,0
2428,0
2429,1
2430,1
2431,2
2432,0
2433,2
2434,1
2435,2
2436,0
2437,0
2438,2
2439,0
2440,2
2441,2
2442,0
2443,0
2444,1
2445,1
2446,0
2447,0
2448,0
2449,0
2450,0
2451,1
2452,2
2453,0
2454,0
2455,2
2456,0
2457,2
2458,1
2459,0
2460,3
2461,0
2462,0
2463,0
2464,2
2465,1
2466,1
2467,0
2468,0
2469,1
2470,0
2471,0
2472,0
2473,0
2474,2
2475,0
2476,1
2477,0
2478,0
2479,1
2480,0
2481,0
2482,0
2483,2
2484,3
2485,1
2486,2
2487,1
2488,0
2489,3
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,1
2497,1
2498,0
2499,0
2500,0
2501,0
2502,1
2503,1
2504,2
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,2
2513,0
2514,0
2515,2
2516,0
2517,2
2518,0
2519,3
2520,1
2521,2
2522,0
2523,0
2524,0
2525,0
2526,2
2527,0
2528,1
2529,1
2530,0
2531,0
2532,1
2533,0
2534,0
2535,2
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,1
2543,0
2544,0
2545,0
2546,2
2547,3
2548,1
2549,1
2550,3
2551,2
2552,2
2553,0
2554,1
2555,0
2556,0
2557,0
2558,1
2559,3
2560,0
2561,2
2562,0
2563,0
2564,2
2565,0
2566,1
2567,1
2568,0
2569,1
2570,0
2571,2
2572,1
2573,0
2574,0
2575,3
2576,0
2577,1
2578,0
2579,0
2580,0
2581,0
2582,0
2583,2
2584,0
2585,0
2586,0
2587,0
2588,0
2589,2
2590,0
2591,0
2592,0
2593,2
2594,0
2595,0
2596,0
2597,1
2598,0
2599,0
2600,3
2601,0
2602,2
2603,0
2604,0
2605,0
2606,0
2607,0
2608,2
2609,0
2610,0
2611,0
2612,0
2613,2
2614,0
2615,2
2616,0
2617,2
2618,2
2619,1
2620,0
2621,0
2622,0
2623,0
2624,1
2625,0
2626,0
2627,2
2628,3
2629,1
2630,1
2631,0
2632,0
2633,2
2634,1
2635,1
2636,0
2637,0
2638,2
2639,1
2640,3
2641,0
2642,1
2643,2
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,2
2651,3
2652,0
2653,0
2654,2
2655,0
2656,2
2657,0
2658,2
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,1
2666,0
2667,1
2668,1
2669,2
2670,0
2671,0
2672,1
2673,0
2674,1
2675,0
2676,1
2677,1
2678,1
2679,0
2680,0
2681,2
2682,0
2683,0
2684,0
2685,0
2686,0
2687,3
2688,0
2689,2
2690,2
2691,2
2692,0
2693,1
2694,0
2695,0
2696,2
2697,1
2698,2
2699,1
2700,0
2701,0
2702,0
2703,0
2704,2
2705,2
2706,1
2707,0
2708,2
2709,1
2710,0
2711,1
2712,2
2713,0
2714,0
2715,3
2716,2
2717,0
2718,2
2719,3
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,1
2728,1
2729,0
2730,1
2731,0
2732,2
2733,0
2734,0
2735,1
2736,0
2737,0
2738,0
2739,0
2740,0
2741,1
2742,2
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,1
2753,1
2754,2
2755,0
2756,0
2757,0
2758,2
2759,0
2760,0
2761,2
2762,0
2763,0
2764,0
2765,2
2766,0
2767,1
2768,0
2769,0
2770,0
2771,2
2772,0
2773,0
2774,0
2775,1
2776,1
2777,2
2778,0
2779,2
2780,0
2781,2
2782,1
2783,3
2784,0
2785,0
2786,1
2787,0
2788,0
2789,1
2790,0
2791,0
2792,0
2793,1
2794,0
2795,0
2796,0
2797,0
2798,0
2799,3
2800,2
2801,0
2802,1
2803,0
2804,0
2805,0
2806,1
2807,0
2808,0
2809,3
2810,1
2811,0
2812,0
2813,0
2814,0
2815,0
2816,1
2817,2
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,2
2826,0
2827,0
2828,0
2829,0
2830,2
2831,1
2832,0
2833,0
2834,1
2835,2
2836,3
2837,0
2838,1
2839,2
2840,0
2841,2
2842,0
2843,1
2844,1
2845,1
2846,0
2847,2
2848,0
2849,0
2850,0
2851,0
2852,2
2853,1
2854,0
2855,0
2856,2
2857,3
2858,2
2859,0
2860,0
2861,0
2862,1
2863,0
2864,0
2865,3
2866,0
2867,1
2868,2
2869,0
2870,0
2871,0
2872,3
2873,0
2874,1
2875,0
2876,1
2877,0
2878,0
2879,0
2880,2
2881,0
2882,0
2883,1
2884,0
2885,0
2886,2
2887,0
2888,3
2889,2
2890,0
2891,2
2892,2
2893,0
2894,0
2895,1
2896,0
2897,2
2898,2
2899,0
2900,0
2901,1
2902,1
2903,3
2904,2
2905,2
2906,2
2907,0
2908,2
2909,0
2910,1
2911,2
2912,2
2913,0
2914,2
2915,0
2916,0
2917,0
2918,0
2919,1
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,2
2928,0
2929,2
2930,0
2931,0
2932,2
2933,0
2934,0
2935,1
2936,2
2937,0
2938,1
2939,0
2940,2
2941,0
2942,0
2943,2
2944,0
2945,0
2946,0
2947,1
2948,0
2949,0
2950,2
2951,0
2952,0
2953,3
2954,2
2955,1
2956,3
2957,0
2958,0
2959,1
2960,0
2961,0
2962,2
2963,0
2964,3
2965,2
2966,0
2967,2
2968,0
2969,0
2970,3
2971,0
2972,0
2973,1
2974,0
2975,3
2976,2
2977,0
2978,2
2979,1
2980,3
2981,2
2982,0
2983,2
2984,0
2985,0
2986,0
2987,1
2988,1
2989,0
2990,0
2991,0
2992,3
2993,0
2994,0
2995,2
2996,0
2997,0
