id,y0,y1,y2,y3
109.0,0.5265567,0.05946905,0.4130249,0.0009493437
110.0,0.48151946,0.046707664,0.31360355,0.15816934
111.0,0.48072118,0.087145224,0.32556722,0.106566355
112.0,0.410795,0.31087363,0.25172895,0.026602406
113.0,0.5419626,0.059021346,0.29349196,0.10552406
114.0,0.53401166,0.011085382,0.42995417,0.02494877
115.0,0.71424353,0.011067305,0.22203293,0.052656222
116.0,0.2508927,0.34052497,0.3693976,0.03918473
117.0,0.4423167,0.03846551,0.43883246,0.08038532
118.0,0.23826951,0.19114456,0.23735383,0.3332321
119.0,0.57193154,0.13098225,0.2490044,0.048081834
120.0,0.35974443,0.22620164,0.41048983,0.0035641147
121.0,0.27604344,0.6239108,0.094813816,0.00523191
122.0,0.82441145,0.0018559616,0.17339797,0.00033457566
123.0,0.7190918,0.03639888,0.16535568,0.079153635
124.0,0.65775555,0.1234151,0.14822663,0.07060267
125.0,0.38103506,0.26223096,0.25547844,0.10125549
126.0,0.51985353,0.15713494,0.28124374,0.041767772
127.0,0.7486801,0.056776498,0.17351829,0.021025114
128.0,0.3257383,0.046601728,0.4821258,0.1455342
129.0,0.49867603,0.035631157,0.21231495,0.25337785
130.0,0.58726734,0.06381563,0.255945,0.092971995
131.0,0.56870836,0.008083817,0.38897905,0.034228813
132.0,0.33122507,0.35425022,0.18216568,0.13235904
133.0,0.47867903,0.1714974,0.3421988,0.0076247742
134.0,0.7411881,0.07496219,0.1431691,0.04068058
135.0,0.7236196,0.035606224,0.20700146,0.033772696
136.0,0.43632647,0.26820022,0.27263352,0.022839803
137.0,0.268565,0.023266232,0.06257007,0.64559877
138.0,0.61818606,0.11961584,0.23009025,0.032107826
139.0,0.12677468,0.7274955,0.098725945,0.04700392
140.0,0.08307873,0.4899911,0.37423435,0.052695826
141.0,0.33313465,0.49373412,0.15360567,0.019525547
142.0,0.41092873,0.18085626,0.38708162,0.021133421
143.0,0.09406884,0.3028925,0.58081377,0.022224851
144.0,0.3796433,0.110622995,0.49269342,0.017040282
145.0,0.1742719,0.21529263,0.58413225,0.026303258
146.0,0.254926,0.041013423,0.08658967,0.6174709
147.0,0.50701463,0.047485583,0.4446233,0.0008765009
148.0,0.64806414,0.011313252,0.31935173,0.021270892
149.0,0.531047,0.027193675,0.44020683,0.0015524654
150.0,0.6809239,0.005181584,0.31336766,0.0005268784
151.0,0.3529826,0.077046014,0.5673829,0.00258852
152.0,0.6671914,0.024067242,0.2665822,0.042159166
153.0,0.878186,0.041727915,0.07996359,0.00012248968
154.0,0.14887871,0.029139739,0.19185166,0.6301299
155.0,0.44839767,0.4178296,0.13343559,0.00033709453
156.0,0.505423,0.090047196,0.23442972,0.17010002
157.0,0.885298,0.0037477398,0.0816595,0.029294716
158.0,0.82318014,0.029696332,0.13381201,0.013311532
159.0,0.13944711,0.5495487,0.2984648,0.012539385
160.0,0.71854514,0.06644579,0.2104115,0.004597561
161.0,0.46281728,0.02161041,0.18874626,0.32682604
162.0,0.6725014,0.019022977,0.30474073,0.0037348946
163.0,0.6070965,0.09609067,0.24936245,0.047450393
164.0,0.16114756,0.026122307,0.14926167,0.6634685
165.0,0.5636935,0.10437301,0.31177455,0.020158902
166.0,0.7805802,0.041934405,0.1693313,0.008154049
167.0,0.35700086,0.06888129,0.5671188,0.0069990475
168.0,0.13874368,0.31268778,0.29836276,0.25020579
169.0,0.72314656,0.032104816,0.22036327,0.024385352
170.0,0.19941142,0.53146034,0.2599019,0.009226341
171.0,0.76400524,0.04259019,0.15451035,0.038894217
172.0,0.10020368,0.6323339,0.26719436,0.00026804878
173.0,0.68025464,0.10105003,0.18553703,0.033158325
174.0,0.12312441,0.76122445,0.07967029,0.03598089
175.0,0.60589147,0.033765685,0.3575124,0.00283046
176.0,0.7604029,0.03776138,0.17122248,0.030613225
177.0,0.2674848,0.49748802,0.22942722,0.005599959
178.0,0.33360606,0.31320196,0.34826535,0.004926656
179.0,0.6399501,0.0030858335,0.3490837,0.007880357
180.0,0.3566041,0.22710784,0.38836607,0.027921999
181.0,0.23068792,0.16551565,0.2219768,0.38181964
182.0,0.22151837,0.09769081,0.17593361,0.50485724
183.0,0.49526703,0.14335097,0.34680504,0.014576961
184.0,0.6011831,0.09228527,0.29931015,0.0072214697
185.0,0.8654027,0.027194852,0.10301735,0.0043850667
186.0,0.7541651,0.015733989,0.22761385,0.0024870518
187.0,0.5947336,0.09631974,0.304933,0.004013625
188.0,0.4971821,0.06136579,0.2426192,0.19883296
189.0,0.52625066,0.17137586,0.27217677,0.030196749
190.0,0.33501288,0.3685563,0.27676645,0.019664379
191.0,0.095444135,0.0019133722,0.18028033,0.72236216
192.0,0.5265662,0.1982222,0.25995308,0.015258505
193.0,0.45758262,0.22865607,0.2527139,0.061047427
194.0,0.51091963,0.18604803,0.28687435,0.016157925
195.0,0.58012354,0.10933136,0.2141916,0.09635354
196.0,0.128932,0.03101599,0.19011536,0.6499367
197.0,0.6158795,0.060080133,0.29530337,0.028736984
198.0,0.49221036,0.14004816,0.18316783,0.18457365
199.0,0.5949547,0.06546105,0.33392024,0.0056639602
200.0,0.38456607,0.04014167,0.22306573,0.35222653
201.0,0.04521963,0.027475087,0.92466736,0.0026379402
202.0,0.5259591,0.043287545,0.43044552,0.0003079054
203.0,0.51034343,0.027562112,0.45747793,0.0046165492
204.0,0.010151981,0.0005730658,0.98401886,0.0052560745
205.0,0.7266662,0.072342984,0.17428868,0.026702132
206.0,0.5449271,0.018494956,0.43483472,0.001743185
207.0,0.706483,0.06812337,0.20890307,0.016490564
208.0,0.8711297,0.004557493,0.12375254,0.00056027883
209.0,0.42306933,0.12045387,0.43241635,0.024060456
210.0,0.5049399,0.08313326,0.36406383,0.047862995
211.0,0.75202805,0.03098018,0.18497618,0.032015618
212.0,0.29479194,0.33103284,0.3723115,0.0018637605
213.0,0.47840816,0.1844413,0.29056594,0.046584625
214.0,0.60446453,0.06079825,0.31598073,0.018756498
215.0,0.2390864,0.1114241,0.6384489,0.0110405665
216.0,0.35822222,0.1253977,0.5129819,0.0033982182
217.0,0.38963568,0.3482939,0.2596294,0.0024410535
218.0,0.23606147,0.6308343,0.13128018,0.0018240944
219.0,0.382523,0.18895233,0.31222746,0.11629723
220.0,0.41602638,0.11740269,0.46564233,0.0009286092
221.0,0.48062938,0.2518128,0.24811625,0.019441579
222.0,0.65056956,0.105720274,0.21701291,0.026697276
223.0,0.10107943,0.02259933,0.1565871,0.7197342
224.0,0.23441227,0.07202394,0.6856362,0.007927587
225.0,0.4741349,0.00969045,0.14925787,0.3669168
226.0,0.03444772,0.75127363,0.20850053,0.005778166
227.0,0.79267603,0.009530233,0.19765393,0.00013980576
228.0,0.21253218,0.057538513,0.5007157,0.22921361
229.0,0.5457712,0.051963966,0.27301964,0.12924525
230.0,0.6124942,0.059796676,0.3275969,0.00011224298
231.0,0.76331675,0.0044290726,0.23178032,0.0004738915
232.0,0.28907335,0.36767948,0.33397114,0.009276044
233.0,0.05618218,0.7905953,0.15286933,0.00035319934
234.0,0.5440413,0.21985622,0.17732978,0.058772694
235.0,0.60227036,0.048573848,0.34404355,0.0051122773
236.0,0.5175639,0.11994412,0.35879835,0.0036936959
237.0,0.6231887,0.14006586,0.19402061,0.04272481
238.0,0.15665361,0.37992078,0.45543468,0.0079909125
239.0,0.6968201,0.02409527,0.22804117,0.05104344
240.0,0.7281756,0.003210758,0.26785374,0.00075992703
241.0,0.4499044,0.10801647,0.43991816,0.0021609562
242.0,0.47640172,0.08561102,0.35811764,0.07986961
243.0,0.41760993,0.15538505,0.3520381,0.07496692
244.0,0.54618365,0.038391758,0.4146655,0.000759096
245.0,0.61067307,0.17950876,0.19486898,0.0149491625
246.0,0.7602851,0.008895751,0.147916,0.082903154
247.0,0.2855302,0.41917074,0.28464267,0.0106564
248.0,0.46283096,0.07034372,0.43360677,0.033218548
249.0,0.7840072,0.053092517,0.15111274,0.011787579
250.0,0.30290675,0.29674336,0.40024924,0.00010065794
251.0,0.014954933,0.000119728174,2.9165778e-05,0.9848962
252.0,0.5336309,0.16083711,0.29003447,0.0154974805
253.0,0.5682009,0.078549996,0.25467473,0.098574355
254.0,0.65150833,0.10558041,0.13670325,0.10620801
255.0,0.4322141,0.045666017,0.3545559,0.16756397
256.0,0.8011575,0.04708512,0.1027532,0.049004212
257.0,0.81580925,0.026301498,0.12527317,0.03261608
258.0,0.6593092,0.049624655,0.29046717,0.00059896056
259.0,0.45726252,0.071169816,0.46671912,0.0048485612
260.0,0.3465018,0.12913325,0.26427263,0.26009235
261.0,0.5760705,0.09511176,0.3244834,0.004334348
262.0,0.8384523,0.047424402,0.11272558,0.0013977707
263.0,0.4895307,0.18781698,0.25854632,0.064106
264.0,0.58800447,0.08088963,0.242536,0.08856987
265.0,0.41217765,0.06787607,0.5120628,0.007883525
266.0,0.71430635,0.0072568976,0.27760074,0.0008360674
267.0,0.25368416,0.25298998,0.37362957,0.119696245
268.0,0.48020098,0.08364793,0.41312864,0.023022449
269.0,0.5172147,0.050473828,0.31022725,0.12208425
270.0,0.62524104,0.016033106,0.24902427,0.109701596
271.0,0.53310424,0.03825294,0.40360045,0.025042364
272.0,0.26896176,0.07123395,0.15719903,0.50260526
273.0,0.72858614,0.0063180635,0.24314716,0.021948623
274.0,0.5594957,0.13402413,0.2853912,0.021088975
275.0,0.53458667,0.0073700333,0.4541371,0.0039062118
276.0,0.75512964,0.03508349,0.200455,0.0093319
277.0,0.5523244,0.10608835,0.26445058,0.0771367
278.0,0.77755976,0.021698372,0.18742701,0.013314835
279.0,0.6529509,0.06706419,0.27821404,0.0017708956
280.0,0.66700053,0.12328129,0.16175735,0.047960773
281.0,0.54011977,0.049286876,0.40296173,0.007631636
282.0,0.57861423,0.016775638,0.39411062,0.010499517
283.0,0.62016743,0.12005726,0.21664876,0.043126542
284.0,0.6659644,0.019948052,0.313988,9.955908e-05
285.0,0.1375444,0.687208,0.1727344,0.002513201
286.0,0.57792276,0.20866211,0.1885005,0.024914673
287.0,0.71634096,0.040904082,0.24164726,0.0011077139
288.0,0.3261072,0.081889845,0.5825285,0.009474521
289.0,0.85932755,0.0005032954,0.13930401,0.00086508616
290.0,0.6455834,0.06241698,0.11423541,0.17776422
291.0,0.7090023,0.10239996,0.18530804,0.0032896572
292.0,0.48539317,0.09187104,0.38036796,0.042367786
293.0,0.026756397,0.043679923,0.9260524,0.0035112607
294.0,0.32593957,0.042942893,0.63022345,0.00089413446
295.0,0.40520582,0.26123792,0.30111143,0.032444857
296.0,0.41555035,0.15361296,0.39871204,0.03212465
297.0,0.8905521,2.0588976e-05,0.10942351,3.802226e-06
298.0,0.6731167,0.017818337,0.27409375,0.03497124
299.0,0.7263091,0.013926161,0.25874448,0.0010202366
300.0,0.61655587,0.03908568,0.34126288,0.0030955763
301.0,0.54236513,0.049161747,0.39802176,0.010451355
302.0,0.3092002,0.5370599,0.13736649,0.016373418
303.0,0.40534714,0.17714088,0.3117383,0.10577369
304.0,0.6248933,0.034450676,0.3358228,0.0048331846
305.0,0.58345085,0.02968437,0.38419682,0.0026679744
306.0,0.5640277,0.004739514,0.4253051,0.0059276284
307.0,0.288511,0.3485138,0.3199651,0.043010086
308.0,0.24325803,0.23206632,0.5116781,0.01299752
309.0,0.31695238,0.07899154,0.50735,0.09670606
310.0,0.6615059,0.020966172,0.3160972,0.0014307676
311.0,0.41818622,0.13890938,0.42027396,0.022630446
312.0,0.1788669,0.30803534,0.23393098,0.27916676
313.0,0.20972441,0.016258385,0.20890486,0.56511235
314.0,0.5564124,0.09128654,0.2561853,0.09611574
315.0,0.33552024,0.39820635,0.2107259,0.05554751
316.0,0.6729403,0.13209218,0.11382948,0.08113806
317.0,0.52407724,0.17853779,0.29177034,0.005614638
318.0,0.44096974,0.032182317,0.14135516,0.3854928
319.0,0.68523806,0.016611986,0.24450229,0.053647656
320.0,0.6864688,0.020201908,0.29035577,0.0029735984
321.0,0.5616335,0.063636824,0.36596453,0.008765125
322.0,0.5440439,0.027487213,0.17153974,0.25692916
323.0,0.40970966,0.0013448636,0.5760681,0.012877354
324.0,0.5917072,0.1123822,0.29258636,0.0033241753
325.0,0.6287922,0.01164892,0.3448695,0.014689335
326.0,0.44622442,0.018341918,0.5349325,0.00050114957
327.0,0.36935908,0.032679785,0.4519954,0.14596574
328.0,0.21295716,0.49755493,0.28177693,0.0077109775
329.0,0.35737404,0.042102378,0.2835322,0.3169914
330.0,0.77650803,0.055517208,0.16564211,0.0023326657
331.0,0.59682494,0.12160234,0.2389119,0.042660825
332.0,0.3432817,0.032914784,0.389274,0.23452951
333.0,0.53010434,0.00048151586,0.46919468,0.00021947443
334.0,0.6305718,0.039568827,0.32829747,0.0015618961
335.0,0.5691175,0.12931745,0.2850128,0.016552245
336.0,0.029234514,0.011434657,0.95566773,0.00366308
337.0,0.31428415,0.13781592,0.24537928,0.30252063
338.0,0.8658575,0.028210705,0.09371637,0.012215444
339.0,0.6581844,0.0066659744,0.33476716,0.00038244334
340.0,0.21949859,0.29130322,0.40005416,0.08914405
341.0,0.6294568,0.07402905,0.2804614,0.016052727
342.0,0.6889471,0.1127937,0.12151756,0.076741695
343.0,0.42041364,0.059678156,0.40601325,0.113894954
344.0,0.84344244,0.0022708967,0.15405443,0.00023228224
345.0,0.14485997,0.11550144,0.73943776,0.00020080627
346.0,0.47977892,0.21503623,0.24907023,0.05611463
347.0,0.6528765,0.19716214,0.13826773,0.0116936285
348.0,0.18933968,0.09423924,0.71011513,0.006305956
349.0,0.7011487,0.03479216,0.19808714,0.065972
350.0,0.51701266,0.019756883,0.45333415,0.009896283
351.0,0.6702199,0.009037354,0.30686432,0.01387841
352.0,0.58996403,0.09212536,0.3039606,0.013950022
353.0,0.5356852,0.07344839,0.38724664,0.0036197845
354.0,0.65562356,0.10853528,0.19184178,0.0439994
355.0,0.5200312,0.21158765,0.2607431,0.0076380307
356.0,0.35849592,0.15956509,0.47760817,0.0043308325
357.0,0.6147026,0.030145874,0.32491496,0.030236544
358.0,0.75248516,0.0011721253,0.23097067,0.0153720835
359.0,0.41826403,0.17905456,0.28245184,0.120229565
360.0,0.6008701,0.0847819,0.22280812,0.09153991
361.0,0.869716,0.0003284691,0.12915616,0.0007993897
362.0,0.48230857,0.03605357,0.4738354,0.007802407
363.0,0.6963159,0.0128722545,0.2781028,0.012709122
364.0,0.62646985,0.00059627276,0.37163845,0.0012954634
365.0,0.36987036,0.24449134,0.28112382,0.10451448
366.0,0.76393706,0.059849262,0.1755212,0.000692515
367.0,0.09306797,0.26198906,0.6433314,0.0016115912
368.0,0.58201426,0.033594247,0.31877923,0.065612204
369.0,0.8490082,0.0031009424,0.13839184,0.009499039
370.0,0.822084,0.001320259,0.17375971,0.0028359822
371.0,0.5512998,0.0060667647,0.43945745,0.003176024
372.0,0.25756353,0.26299962,0.43709853,0.042338274
373.0,0.09190737,0.08980715,0.8156359,0.0026495624
374.0,0.66633534,0.0679804,0.2637933,0.0018909696
375.0,0.54050756,0.03536515,0.39450097,0.02962635
376.0,0.32705495,0.10508624,0.5668772,0.0009816657
377.0,0.34063306,0.035603102,0.3022468,0.321517
378.0,0.55452037,0.10735006,0.27285922,0.0652704
379.0,0.26733676,0.11830827,0.31708285,0.29727212
380.0,0.6393176,0.02059279,0.3294973,0.010592366
381.0,0.5578658,0.062204834,0.17254698,0.2073824
382.0,0.51305956,0.052943863,0.3519119,0.08208467
383.0,0.26267427,0.19672808,0.5403772,0.00022044482
384.0,0.4418649,0.174569,0.3593235,0.024242595
385.0,0.3114267,0.18400218,0.22652099,0.27805012
386.0,0.7094434,0.011769039,0.12256756,0.15622
387.0,0.33599168,0.15275945,0.479046,0.03220288
388.0,0.5518277,0.119496524,0.2226291,0.10604668
389.0,0.55797064,0.0003809297,0.44068068,0.00096776354
390.0,0.71984184,0.021139717,0.25099945,0.00801893
391.0,0.5078685,0.14878465,0.33333117,0.010015686
392.0,0.19185652,0.526212,0.28000346,0.0019280375
393.0,0.2129957,0.40199828,0.3704197,0.014586318
394.0,0.32995203,0.14116429,0.27126896,0.25761473
395.0,0.4034415,0.12321945,0.35523877,0.11810029
396.0,0.56153363,0.11050029,0.32776824,0.0001978215
397.0,0.5272223,0.1227633,0.34463778,0.0053766267
398.0,0.6232523,0.03289379,0.34378484,6.908664e-05
399.0,0.5908133,0.011485228,0.3622821,0.03541937
400.0,0.8873037,0.0032122554,0.108171135,0.0013128663
401.0,0.24759476,0.42259395,0.22399762,0.10581366
402.0,0.39521953,0.1293242,0.47444654,0.0010097235
403.0,0.5405055,0.06359994,0.19873677,0.19715777
404.0,0.72466046,0.01915846,0.22826505,0.027916001
405.0,0.58293575,0.09169885,0.3244053,0.0009601151
406.0,0.44102785,0.18074608,0.26842,0.10980609
407.0,0.42648497,0.013712909,0.5585745,0.0012276297
408.0,0.55109686,0.03843131,0.40902504,0.0014468083
409.0,0.79833794,0.015953895,0.17892775,0.006780406
410.0,0.5428773,0.17295562,0.24719216,0.036974914
411.0,0.85704976,0.001866063,0.14091377,0.00017036615
412.0,0.6623237,0.008859354,0.21196862,0.11684833
413.0,0.4646042,0.14612642,0.23137169,0.15789773
414.0,0.6998812,0.06913055,0.14265186,0.08833641
415.0,0.31673074,0.16007943,0.38506317,0.13812666
416.0,0.8237204,0.02363618,0.15187575,0.00076768873
417.0,0.7237801,0.04199245,0.20551628,0.02871115
418.0,0.71056277,0.015765166,0.27096856,0.0027034874
419.0,0.58299375,0.12681559,0.25416517,0.03602551
420.0,0.52797,0.120286904,0.34937555,0.0023675284
421.0,0.18025093,0.13262512,0.2488332,0.43829077
422.0,0.34251145,0.25729284,0.28313872,0.11705698
423.0,0.33273825,0.25016555,0.38409376,0.03300248
424.0,0.44529143,0.11249514,0.4325321,0.009681374
425.0,0.511465,0.071654014,0.39900425,0.01787666
426.0,0.5371138,0.04506499,0.41689476,0.0009264212
427.0,0.44011965,0.1485888,0.40357876,0.007712771
428.0,0.22104576,0.03423208,0.615565,0.12915714
429.0,0.20377626,0.38850757,0.40374306,0.0039731115
430.0,0.19007282,0.08918285,0.24252638,0.47821793
431.0,0.42779443,0.19631392,0.36554933,0.010342345
432.0,0.054466285,0.14143988,0.8021838,0.0019099787
433.0,0.7262135,0.052179266,0.21139894,0.010208247
434.0,0.33743757,0.06613569,0.28907576,0.30735096
435.0,0.6904204,0.03996611,0.21983142,0.049782116
436.0,0.6404121,0.09676112,0.25745878,0.0053679585
437.0,0.61485046,0.07142522,0.25695038,0.056773953
438.0,0.38670996,0.08566743,0.18960267,0.33801994
439.0,0.22005633,0.010261896,0.7336277,0.036054164
440.0,0.56256026,0.1087272,0.30585495,0.022857632
441.0,0.47968093,0.11114454,0.36416808,0.04500641
442.0,0.26131377,0.25314894,0.46026084,0.025276449
443.0,0.30962697,0.023624266,0.66523165,0.0015170884
444.0,0.26306427,0.29835618,0.3989928,0.03958675
445.0,0.35419455,0.31236166,0.2960505,0.037393324
446.0,0.55916613,0.14357355,0.29442137,0.0028389553
447.0,0.35251287,0.12750828,0.5144688,0.005510066
448.0,0.7600628,0.019748645,0.21867146,0.0015171007
449.0,0.44078818,0.07558229,0.46941394,0.014215586
450.0,0.07007249,0.8611136,0.06879675,1.7201231e-05
451.0,0.4459771,0.1190767,0.41235527,0.022590943
452.0,0.28691384,0.32801917,0.38353166,0.0015353232
453.0,0.5494943,0.041946672,0.39312991,0.0154290795
454.0,0.49202734,0.045017388,0.46185797,0.0010973032
455.0,0.64374745,0.10956226,0.24503604,0.0016542525
456.0,0.72699547,0.07716062,0.18849063,0.0073533
457.0,0.65862346,0.09822088,0.19697173,0.04618394
458.0,0.08291156,0.6752214,0.21946694,0.022400081
459.0,0.78056055,0.077292114,0.12701468,0.01513263
460.0,0.59448206,0.04071662,0.26838833,0.096412994
461.0,0.11016469,0.0139166275,0.050478112,0.8254406
462.0,0.46592632,0.24780577,0.27183548,0.014432453
463.0,0.453413,0.05693617,0.42217913,0.0674717
464.0,0.5198213,0.03989344,0.42881054,0.011474667
465.0,0.52121645,0.04759479,0.43018767,0.0010010898
466.0,0.5190467,0.034292642,0.42911258,0.017548062
467.0,0.30626848,0.1301585,0.5532419,0.0103310915
468.0,0.7160522,0.0037292384,0.27793726,0.0022813608
469.0,0.8533494,0.010913068,0.12972137,0.006016181
470.0,0.056912374,0.03273908,0.9081969,0.0021516506
471.0,0.44406575,0.1031312,0.4497891,0.0030139603
472.0,0.61751586,0.12821962,0.23592657,0.018337987
473.0,0.1729191,0.044246774,0.78226274,0.0005713787
474.0,0.3904523,0.032730445,0.41164342,0.16517384
475.0,0.7404958,0.018613169,0.2116836,0.029207414
476.0,0.7837506,0.022598697,0.17557368,0.018077033
477.0,0.51211435,0.012354842,0.13674095,0.3387899
478.0,0.71593654,0.04478654,0.2256605,0.013616433
479.0,0.6082519,0.032642074,0.35426062,0.0048453705
480.0,0.77297175,0.12498646,0.10189084,0.00015095438
481.0,0.48006088,0.08886962,0.42133847,0.009731067
482.0,0.46457735,0.057676166,0.47709456,0.00065195846
483.0,0.65426016,0.03587569,0.28704008,0.022824053
484.0,0.8603168,0.0053060423,0.11701346,0.017363697
485.0,0.58523536,0.05868549,0.33470023,0.021378895
486.0,0.52310157,0.09097821,0.37328345,0.012636769
487.0,0.521138,0.14754099,0.30497277,0.026348239
488.0,0.75854355,0.01588333,0.22531535,0.00025779792
489.0,0.6493082,0.03603016,0.3135263,0.001135279
490.0,0.32404542,0.3548952,0.25114688,0.06991248
491.0,0.7055557,0.007875702,0.118612066,0.16795656
492.0,0.39046937,0.27253413,0.21407932,0.122917175
